team ,leagueID,player,salary,POS,G,GS,InnOuts,PO,A,E,DP,PB,GB,AB,R,H,SecB,ThiB,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
PIT,NL,redmati0,321000,CF,155,134,3623,338,3,5,1,.,155,546,65,153,19,4,8,51,18,6,23,52,2,3,4,5,6
PIT,NL,sanchfr0,303000,2B,9,3,75,3,4,0,1,.,9,19,2,3,0,0,0,2,0,0,0,3,0,0,1,0,0
PIT,NL,simonra0,800000,1B,61,42,1006,347,25,3,37,.,61,175,14,34,6,0,3,14,0,0,15,17,5,2,0,1,8
PIT,NL,stynech0,750000,3B,74,39,1173,28,89,1,9,.,74,162,16,35,10,0,1,16,0,0,9,23,2,2,1,0,2
PIT,NL,torresa0,775000,P,82,0,276,6,16,0,0,.,82,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
PIT,NL,vogelry0,311500,P,32,26,399,8,14,0,1,.,32,31,2,7,2,0,0,3,0,0,2,13,0,0,10,1,1
PIT,NL,wellski0,2575000,P,23,24,415,7,18,3,1,.,23,43,4,8,3,1,0,0,0,0,3,20,0,0,4,0,0
PIT,NL,wilsocr0,1150000,RF,155,78,1883,145,2,3,0,.,155,561,97,148,35,5,29,82,2,2,50,169,3,30,0,3,11
PIT,NL,wilsoja0,1850000,SS,157,155,4067,235,492,17,129,.,157,652,82,201,41,12,11,59,8,4,26,71,0,3,7,5,15
SDN,NL,buchabr0,650000,1B,38,0,21,9,0,0,1,.,38,60,7,12,2,0,2,6,0,0,6,19,2,1,0,1,2
SDN,NL,burrose0,340000,3B,130,119,3180,100,209,14,25,.,130,523,76,156,23,3,2,47,5,4,31,52,4,9,1,0,6
SDN,NL,cirilje0,6975000,3B,33,8,235,8,10,0,1,.,33,75,12,16,3,0,1,7,0,0,5,14,0,0,0,1,0
SDN,NL,eatonad0,1925000,P,36,33,598,12,23,2,1,.,36,64,9,13,7,0,0,8,2,0,6,16,0,1,5,0,1
SDN,NL,gilesbr0,8833333,RF,159,158,4149,323,8,7,3,.,159,609,97,173,33,7,23,94,10,3,89,80,6,4,0,9,12
SDN,NL,greenkh0,300500,SS,139,134,3569,177,381,20,81,.,139,484,67,132,31,4,15,65,4,2,53,94,10,8,1,8,9
SDN,NL,hernara0,2937500,C,111,106,2776,753,35,6,7,7,111,384,45,106,23,0,18,63,1,0,35,45,0,5,4,4,16
SDN,NL,hoffmtr0,2500000,P,53,0,164,2,6,0,0,.,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDN,NL,kleskry0,6000000,LF,127,102,2171,135,2,2,0,.,127,402,58,117,32,2,9,66,3,2,73,67,6,1,1,3,8
SDN,NL,lawrebr0,925000,P,34,34,609,11,38,0,3,.,34,62,5,6,1,0,0,2,0,0,3,25,0,0,8,0,1
SDN,NL,linebsc0,326000,P,68,0,252,4,5,2,0,.,68,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
SDN,NL,longte01,3575000,LF,136,30,992,85,1,2,0,.,136,288,31,85,19,4,3,28,3,2,19,51,4,1,0,5,13
SDN,NL,loretma0,2500000,2B,154,154,4017,288,451,10,101,.,154,620,108,208,47,2,16,76,5,3,58,45,3,9,4,16,10
SDN,NL,nevinph0,8500000,1B,147,142,3622,1132,91,13,108,.,147,547,78,158,31,1,26,105,0,0,66,121,5,5,0,5,16
SDN,NL,ojedami0,305000,C,62,37,1020,240,18,1,2,2,62,156,23,40,3,0,8,26,0,0,15,34,1,1,0,2,1
SDN,NL,oropeed0,600000,P,16,0,27,0,2,0,0,.,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDN,NL,osunaan0,750000,P,29,0,110,2,5,0,0,.,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDN,NL,otsukak0,700000,P,69,0,232,7,11,2,1,.,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDN,NL,paytoja0,1500000,CF,143,111,3081,333,11,4,2,.,143,458,57,119,17,4,8,55,2,0,43,56,2,4,2,4,12
SDN,NL,peavyja0,350000,P,27,27,499,10,24,1,4,.,27,59,5,10,1,0,0,3,0,0,4,17,0,0,5,0,1
SDN,NL,robinke0,450000,CF,80,6,144,14,1,0,0,.,80,92,20,27,4,0,0,5,11,4,5,8,0,1,1,2,0
SDN,NL,szumija0,300000,P,7,0,30,1,3,1,0,.,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SDN,NL,valdeis0,800000,P,21,20,342,6,15,1,0,.,21,35,4,6,3,0,0,5,0,0,2,9,0,0,3,1,1
SDN,NL,vazqura0,342500,SS,52,14,408,22,35,1,5,.,52,115,12,27,3,2,1,13,1,1,11,24,2,0,4,2,2
SDN,NL,wellsda0,1250000,P,29,31,587,7,38,1,1,.,29,57,2,6,0,0,0,3,0,0,3,24,0,1,8,0,1
SDN,NL,witasja0,1750000,P,41,0,185,2,7,0,0,.,41,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SEA,AL,aurilri0,3150000,SS,73,71,1902,114,186,3,39,.,73,261,27,63,13,0,4,28,1,0,22,43,1,2,6,1,10
SEA,AL,bloomwi0,325000,3B,93,24,664,24,36,5,6,.,93,188,27,46,10,0,2,18,13,2,10,48,0,0,3,0,2
SEA,AL,boonebr0,8000000,2B,148,148,3926,280,350,14,90,.,148,593,74,149,30,0,24,83,10,5,56,135,2,3,2,4,18
SEA,AL,cabrejo0,1000000,1B,113,17,446,150,7,0,18,.,113,359,38,97,19,2,6,47,10,3,16,70,1,8,3,5,13
SEA,AL,davisbe0,1400000,C,14,11,291,71,5,0,3,1,14,33,1,3,0,0,0,2,0,0,3,9,0,0,0,1,3
SEA,AL,frankry0,1800000,P,2,32,601,16,19,3,2,.,2,3,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
SEA,AL,garcifr0,6875000,P,2,15,321,5,24,0,1,.,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SEA,AL,guarded0,4000000,P,4,0,136,0,4,0,0,.,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SEA,AL,hanseda0,750000,3B,57,2,63,6,6,0,0,.,57,78,14,22,5,0,2,12,0,0,18,16,3,0,0,1,3
SEA,AL,hasegsh0,2750000,P,4,0,204,6,8,1,0,.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,AL,ibanera0,3916667,LF,123,106,2848,227,10,4,3,.,123,481,67,146,31,1,16,62,1,2,36,72,5,3,0,4,10
SEA,AL,jarvike0,4250000,P,8,0,39,0,2,0,0,.,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,AL,martied0,3000000,3B,141,0,0,0,0,0,0,.,141,486,45,128,23,0,12,63,1,0,58,107,10,2,0,3,15
SEA,AL,mateoju0,345000,P,4,0,173,3,1,3,1,.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,AL,mccraqu0,1750000,CF,19,4,102,8,1,0,0,.,19,20,6,3,0,0,0,0,1,1,2,4,0,0,1,0,1
SEA,AL,mechegi0,1950000,P,23,23,383,5,7,1,0,.,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,AL,moyerja0,7000000,P,2,33,606,14,24,0,3,.,2,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0
SEA,AL,myersmi0,550000,P,5,0,83,0,5,0,0,.,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,AL,olerujo0,7700000,1B,78,71,1936,549,52,1,58,.,78,261,29,64,13,1,5,22,0,0,40,41,3,6,1,4,6
SEA,AL,pineijo0,3000000,P,2,21,422,12,11,1,1,.,2,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
SEA,AL,soriara0,335000,P,6,0,10,0,0,1,0,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,AL,spiezsc0,2566667,3B,112,65,1763,56,131,7,15,.,112,367,38,79,12,3,10,41,4,1,36,60,2,4,2,6,7
SEA,AL,suzukic0,6500000,RF,161,158,4216,372,12,3,2,.,161,704,101,262,24,5,8,60,36,11,49,63,19,4,2,3,6
SEA,AL,tayloaa0,302500,P,1,0,11,1,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,AL,villoro0,1000000,P,3,10,351,6,17,4,2,.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,AL,wilsoda0,3500000,C,103,91,2482,611,38,2,6,0,103,319,23,80,13,0,2,33,0,1,26,57,0,1,8,5,8
SEA,AL,winnra01,3500000,CF,157,119,3211,342,5,4,1,.,157,626,84,179,34,6,14,81,21,7,53,98,1,8,9,7,16
SFN,NL,aardsda0,300000,P,11,0,32,0,0,0,0,.,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFN,NL,alfoned0,6500000,3B,139,122,3244,88,246,12,20,.,139,519,66,150,26,1,11,77,1,1,46,40,2,5,2,4,15
SFN,NL,bondsba0,18000000,LF,147,132,3392,214,11,4,0,.,147,373,129,135,27,3,45,101,6,1,232,41,120,9,0,3,5
SFN,NL,broweji0,662500,P,85,0,279,6,21,2,0,.,85,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
SFN,NL,chrisja0,2433333,P,57,0,108,2,5,2,0,.,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFN,NL,durhara0,7200000,2B,120,115,2971,242,315,16,74,.,120,471,95,133,28,8,17,65,10,4,57,60,3,6,4,4,6
SFN,NL,estrele0,316000,P,2,0,4,0,0,0,0,.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFN,NL,eyresc01,1000000,P,77,0,158,2,7,1,0,.,77,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SFN,NL,felizpe0,850000,1B,144,59,1607,527,42,5,59,.,144,503,72,139,33,3,22,84,5,2,23,85,1,0,0,5,18
SFN,NL,foppeje0,312000,P,1,0,3,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFN,NL,frankwa0,360000,P,41,2,152,2,5,0,0,.,41,3,2,1,0,0,0,2,0,0,1,0,0,0,0,1,0
SFN,NL,grissma0,2125000,CF,145,138,3657,341,3,2,2,.,145,562,78,157,26,2,22,90,3,1,37,83,5,1,2,4,22
SFN,NL,hammoje0,1000000,LF,40,5,136,8,1,0,0,.,40,95,14,20,5,0,3,6,1,0,15,22,0,3,0,0,2
SFN,NL,hergema0,1100000,P,67,0,196,5,6,0,1,.,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFN,NL,hermadu0,800000,P,45,18,393,9,10,0,0,.,45,30,2,3,0,0,0,1,0,0,0,12,0,1,6,0,0
SFN,NL,mohrdu01,342500,RF,117,40,1132,89,4,3,1,.,117,263,52,72,20,1,7,28,0,3,46,64,3,8,4,3,5
SFN,NL,perezne0,2750000,SS,103,48,1320,67,158,5,29,.,103,319,28,74,12,1,2,33,0,1,21,35,3,0,9,4,7
SFN,NL,pierzaj0,3500000,C,131,117,3066,697,56,1,6,7,131,471,45,128,28,2,11,77,0,1,19,27,4,15,2,3,27
SFN,NL,ransoco0,303000,2B,78,7,241,28,21,1,5,.,78,68,13,17,6,0,1,11,2,2,6,20,0,1,3,0,2
SFN,NL,rodrife0,3050000,P,48,0,134,1,4,1,0,.,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SFN,NL,rueteki0,6133333,P,32,33,571,18,51,1,6,.,32,61,4,8,2,0,0,2,0,0,3,7,0,0,3,0,0
SFN,NL,schmija0,7937500,P,30,32,675,5,22,3,1,.,30,66,4,9,0,0,2,3,0,0,4,30,0,1,13,0,0
SFN,NL,snowjt01,1500000,1B,107,88,2379,801,55,4,69,.,107,346,62,113,32,1,12,60,4,0,58,61,0,7,2,4,5
SFN,NL,tomkobr0,1200000,P,33,31,582,13,25,2,2,.,33,62,3,7,1,0,0,0,0,0,2,27,0,0,13,0,1
SFN,NL,torreyo0,334000,C,64,45,1299,349,18,2,4,2,64,172,19,39,7,3,6,23,2,0,17,31,3,2,4,1,7
SFN,NL,tuckemi0,1500000,CF,140,17,504,53,1,2,1,.,140,464,77,119,21,6,13,62,5,2,70,106,3,2,6,5,5
SFN,NL,walkeke0,450000,P,5,0,5,0,0,0,0,.,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFN,NL,willije0,308000,P,20,22,388,10,20,2,1,.,20,36,1,5,0,0,0,0,0,1,1,14,0,0,6,0,0
SLN,NL,anderma0,600000,1B,113,0,12,3,0,0,0,.,113,253,31,60,12,0,8,28,6,2,12,38,1,1,0,5,5
SLN,NL,ankieri0,320000,P,5,0,30,1,3,0,0,.,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SLN,NL,carpech0,300000,P,27,28,546,12,34,1,4,.,27,62,1,5,0,0,0,1,0,0,1,21,0,0,4,0,0
SLN,NL,cedenro0,5375000,RF,95,23,606,29,0,0,0,.,95,200,22,53,9,2,3,23,5,1,19,41,2,0,3,1,5
SLN,NL,edmonji0,9333333,CF,153,141,3725,314,11,4,2,.,153,498,102,150,38,3,42,111,8,3,101,150,12,5,0,8,4
SLN,NL,eldreca0,900000,P,51,0,201,1,12,0,1,.,51,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1
SLN,NL,isrinja0,7750000,P,71,0,226,3,18,0,0,.,71,3,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0
SLN,NL,kingra01,900000,P,84,0,186,9,11,1,0,.,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLN,NL,klinest0,1700000,P,64,0,151,4,10,0,0,.,64,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SLN,NL,lankfra0,650000,LF,92,43,1176,82,1,4,0,.,92,200,36,51,14,1,6,22,2,2,29,55,4,2,0,4,6
SLN,NL,lincomi0,450000,P,13,0,52,1,2,1,0,.,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLN,NL,lunahe01,300000,SS,83,14,433,33,57,5,12,.,83,173,25,43,7,2,3,22,6,3,13,37,0,2,1,3,2
SLN,NL,marquja0,525000,P,34,32,604,21,31,3,1,.,34,72,6,21,6,0,0,9,1,0,1,17,0,0,2,1,3
SLN,NL,mathemi0,4000000,C,122,110,2933,742,58,1,10,2,122,385,28,95,22,1,5,50,0,2,23,83,7,3,5,3,12
SLN,NL,mckayco0,300000,P,35,0,6,1,0,0,0,.,35,74,7,17,2,0,0,6,0,0,2,14,0,2,1,0,3
SLN,NL,morrima0,12500000,P,31,32,606,17,29,1,2,.,31,62,4,10,1,0,0,6,0,0,4,26,0,0,8,1,0
SLN,NL,pujolal0,7000000,1B,154,150,4016,1458,114,10,136,.,154,592,133,196,51,2,46,123,5,5,84,52,12,7,0,9,21
SLN,NL,renteed0,7250000,SS,149,148,3922,222,419,11,92,.,149,586,84,168,37,0,10,72,17,11,39,78,5,1,6,10,14
SLN,NL,rolensc0,8625000,3B,142,139,3684,93,325,10,23,.,142,500,109,157,32,4,34,124,4,3,72,92,5,13,1,7,8
SLN,NL,sandere0,2000000,RF,135,76,1956,132,4,3,0,.,135,446,64,116,27,3,22,67,21,5,33,118,5,4,1,3,5
SLN,NL,simonja0,350000,P,14,0,46,3,3,0,1,.,14,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLN,NL,suppaje0,1000000,P,30,31,564,10,30,1,0,.,30,57,3,4,0,0,0,0,0,0,1,11,0,0,7,0,1
SLN,NL,tagucso0,1200000,RF,109,3,229,16,1,0,0,.,109,179,26,52,10,2,3,25,6,3,12,23,1,2,10,3,6
SLN,NL,tavarju0,1600000,P,75,0,193,7,9,0,0,.,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLN,NL,williwo0,8000000,P,32,31,569,20,31,3,2,.,32,61,3,11,4,0,0,2,0,0,1,22,0,1,5,2,0
SLN,NL,womacto0,300000,2B,145,125,3339,225,391,15,81,.,145,553,91,170,22,3,5,38,26,5,36,60,1,3,8,6,6
TBA,AL,abbotpa0,600000,P,10,9,141,3,7,2,0,.,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBA,AL,baezda01,1750000,P,5,0,204,1,10,0,0,.,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBA,AL,baldero0,320000,CF,136,120,3141,342,11,8,2,.,136,518,79,145,27,3,16,74,17,4,30,88,2,8,3,6,12
TBA,AL,blumge01,1500000,3B,112,40,1146,35,78,8,8,.,112,339,38,73,21,0,8,35,2,3,24,58,1,0,4,2,4
TBA,AL,cartela0,320000,P,2,0,241,4,8,0,0,.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBA,AL,crawfca0,320000,LF,152,115,3030,274,5,1,1,.,152,626,104,185,26,19,11,55,59,15,35,81,2,1,4,6,2
TBA,AL,cruzjo02,2500000,RF,153,147,3905,312,10,10,0,.,153,545,76,132,25,8,21,78,11,6,76,117,8,2,5,8,6
TBA,AL,fickro01,800000,LF,76,11,263,20,0,1,0,.,76,214,12,43,5,2,6,26,0,0,20,32,2,2,0,2,2
TBA,AL,fordybr0,650000,C,54,46,1202,274,11,3,3,.,54,151,14,31,6,0,2,9,0,0,9,34,0,2,1,0,3
TBA,AL,gaudich0,302500,P,3,4,128,1,5,1,0,.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TBA,AL,gipsoch0,350000,SS,5,0,15,0,2,0,1,.,5,4,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0
TBA,AL,gonzaje0,1700000,P,11,8,151,2,5,2,0,.,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBA,AL,halamjo0,600000,P,2,14,356,2,14,0,0,.,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TBA,AL,hallto02,320000,C,119,115,3034,686,38,6,4,.,119,404,35,103,21,0,8,60,0,2,24,41,1,5,1,7,20
TBA,AL,hendrma0,315000,P,2,30,550,13,27,0,2,.,2,5,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0
TBA,AL,huffau01,2666667,3B,157,85,2115,69,129,12,12,.,157,600,92,178,27,2,29,104,5,1,56,74,6,6,0,5,9
TBA,AL,lugoju01,1750000,SS,157,142,3714,236,422,25,91,.,157,581,83,160,41,4,7,75,21,5,54,106,0,5,7,8,8
TBA,AL,martiti0,7500000,1B,138,110,2879,876,67,3,85,.,138,458,63,120,20,1,23,76,3,1,66,72,9,9,0,5,10
TBA,AL,milletr0,650000,P,1,0,147,4,9,0,1,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBA,AL,mossda01,850000,P,5,2,24,0,0,1,0,.,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBA,AL,perezed0,750000,1B,13,5,131,43,2,0,6,.,13,38,2,8,2,0,1,7,0,0,4,9,0,0,0,0,1
TBA,AL,rollsda0,800000,RF,53,3,93,8,1,0,0,.,53,117,12,19,5,0,0,9,2,1,10,36,0,1,2,2,4
TBA,AL,sanchre0,1000000,2B,91,80,2088,157,234,5,55,.,91,285,23,70,14,3,2,26,0,1,12,28,0,3,4,3,6
TBA,AL,sosajo02,312500,P,3,8,298,2,7,0,1,.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBA,AL,standja0,302500,P,3,1,30,2,1,0,0,.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBA,AL,zambrvi0,325000,P,3,22,384,10,14,1,1,.,3,5,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
TEX,AL,almanca0,420000,P,6,0,218,1,12,0,0,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX,AL,barajro0,500000,C,108,102,2726,656,23,7,2,7,108,358,50,89,26,1,15,58,0,1,13,63,0,3,8,7,3
TEX,AL,benoijo0,335000,P,2,15,309,6,6,1,1,.,2,6,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
TEX,AL,blaloha0,550000,3B,159,154,4133,103,279,17,33,.,159,624,107,172,38,3,32,110,2,2,75,149,7,6,0,8,13
TEX,AL,callami0,320000,P,4,3,34,2,2,0,1,.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX,AL,cordefr0,2000000,P,4,0,215,6,8,0,2,.,4,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0
TEX,AL,delluda0,750000,LF,107,77,1946,152,0,2,0,.,107,331,59,80,13,1,17,61,9,4,47,88,3,5,1,3,4
TEX,AL,dickera0,337500,P,1,15,313,7,22,2,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX,AL,fullmbr0,1000000,1B,76,3,53,15,0,0,5,.,76,258,41,60,19,1,11,33,1,2,27,30,1,3,0,2,7
TEX,AL,jordabr0,1250000,LF,61,0,9,0,0,0,0,.,61,212,27,47,13,1,5,23,2,2,16,35,2,1,0,4,7
TEX,AL,lairdge0,300000,C,49,46,1191,275,19,5,6,6,49,147,20,33,6,0,1,16,0,1,12,35,0,2,4,3,5
TEX,AL,lewisco0,337500,P,3,3,46,1,2,0,0,.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX,AL,mahayro0,500000,P,4,0,201,3,9,0,1,.,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX,AL,menchke0,345000,RF,125,60,1502,127,5,0,2,.,125,438,69,122,30,3,26,71,0,0,33,63,2,6,0,4,6
TEX,AL,nelsoje0,1800000,P,29,0,71,0,2,0,0,.,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX,AL,nivarra0,300000,CF,7,6,150,12,1,0,0,.,7,18,3,4,0,0,0,4,1,1,0,7,0,0,2,1,0
TEX,AL,nixla01,300000,CF,115,99,2627,222,4,1,1,.,115,371,58,92,20,4,14,46,1,1,23,113,4,2,1,3,6
TEX,AL,parkch01,14000000,P,16,16,287,6,10,2,0,.,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX,AL,perryhe0,1700000,1B,49,11,321,104,3,0,12,.,49,134,13,30,2,1,5,17,0,0,14,19,0,3,0,2,3
TEX,AL,powelja0,3500000,P,23,0,72,1,2,0,0,.,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX,AL,ramirer0,303750,P,1,0,107,2,3,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0
TEX,AL,rogerke0,2500000,P,2,35,635,16,49,1,2,.,2,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1
TEX,AL,shousbr0,360000,P,6,0,133,9,11,0,0,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX,AL,soriaal0,5400000,2B,145,142,3744,308,418,23,104,.,145,608,77,170,32,4,28,91,18,5,33,121,4,10,0,7,7
TEX,AL,teixema0,2625000,1B,145,138,3669,1210,98,10,114,.,145,545,101,153,34,2,38,112,4,1,68,117,12,10,0,2,6
TEX,AL,younger0,1000000,CF,104,9,234,19,1,0,0,.,104,344,55,99,25,2,1,27,14,9,43,28,0,8,4,3,9
TEX,AL,youngmi0,450000,SS,160,158,4160,225,423,19,98,.,160,690,114,216,33,9,22,99,12,3,44,89,1,1,0,4,11
TOR,AL,adamste0,1700000,P,5,0,129,6,3,1,1,.,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,AL,batismi0,3600000,P,2,31,596,18,30,1,5,.,2,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
TOR,AL,bergda01,800000,1B,58,3,120,43,3,2,8,.,58,154,13,39,4,0,3,23,0,1,4,27,0,2,0,2,4
TOR,AL,cashke01,302000,C,60,50,1381,316,36,2,5,5,60,181,18,35,9,0,4,21,0,0,10,59,0,4,0,2,3
TOR,AL,catalfr0,2300000,LF,75,34,929,67,1,2,1,.,75,249,27,73,19,1,1,26,1,0,17,33,1,4,1,3,7
TOR,AL,delgaca0,19700000,1B,128,120,3116,1041,88,5,98,.,128,458,74,123,26,0,32,99,0,1,69,115,12,13,0,11,11
TOR,AL,delosva0,850000,P,17,0,35,0,2,0,0,.,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,AL,douglse0,305000,P,14,3,116,3,2,0,0,.,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,AL,filebo01,310000,P,3,0,101,3,8,0,2,.,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TOR,AL,gomezch0,750000,SS,109,69,1914,109,206,10,46,.,109,341,41,96,11,1,3,37,3,2,28,41,0,2,3,3,4
TOR,AL,hallaro0,6000000,P,2,21,399,10,21,1,1,.,2,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
TOR,AL,hentgpa0,2200000,P,2,16,241,3,8,1,0,.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TOR,AL,hinsker0,900000,3B,155,148,3932,107,243,8,23,.,155,570,66,140,23,3,15,69,12,8,54,109,2,4,0,6,14
TOR,AL,hudsoor0,322000,2B,135,128,3374,276,449,12,90,.,135,489,73,132,32,7,12,58,7,3,51,98,0,4,3,4,12
TOR,AL,johnsre0,318000,RF,141,41,1148,88,3,1,0,.,141,537,68,145,25,2,10,61,6,3,28,98,2,12,3,2,17
TOR,AL,kershja0,315000,P,1,2,67,1,4,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,AL,ligteke0,2000000,P,2,0,165,1,5,0,0,.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,AL,lillyte0,1900000,P,3,32,592,11,9,2,0,.,3,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
TOR,AL,lopezaq0,318000,P,18,0,63,0,3,0,0,.,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,AL,myersgr0,900000,C,8,4,96,27,2,0,1,0,8,18,0,4,2,0,0,1,0,0,2,4,0,0,0,0,1
TOR,AL,phelpjo0,342000,1B,79,11,299,101,2,2,7,.,79,295,38,70,13,2,12,51,0,0,18,73,2,7,0,1,9
TOR,AL,pondsi01,300000,RF,16,3,75,8,0,0,0,.,16,49,4,8,2,0,1,6,0,0,5,12,0,1,0,1,3
TOR,AL,speieju0,1600000,P,6,0,207,1,5,2,1,.,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TOR,AL,towerjo0,340000,P,1,21,349,9,13,2,1,.,1,1,0,0,0,0,0,0,0,0,0,0,.,.,2,.,1
TOR,AL,wellsve0,870000,CF,134,130,3405,327,5,1,0,.,134,536,82,146,34,2,23,67,9,2,51,83,2,2,0,1,17
TOR,AL,woodwch0,775000,SS,69,60,1544,87,171,5,42,.,69,213,21,50,13,4,1,24,1,2,14,46,0,1,2,2,3
