Kaggle_Set,Kaggle_Id,Survived,Pclass,Name,Sex,Kaggle_Age,SibSp,ParCh,Ticket,Fare,Cabin,Embarked,ID_No,Age,Age_Group,Group,Class,Home_Country,English,ESC,Nat_Group,Boarded
test,993,0,2,"Weisz, Mr. Leopold",male,27,1,0,228414,26,,S,2122,28,25to29years,Passengers,2nd Class,England,1,1,British,Southampton
test,994,0,3,"Foley, Mr. William",male,,0,0,365235,7.75,,Q,676,20,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,995,1,3,"Johansson Palmquist, Mr. Oskar Leander",male,26,0,0,347070,7.775,,S,1026,26,25to29years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,996,1,3,"Thomas, Mrs. Alexander (Thamine Thelma"")""",female,16,1,1,2625,8.5167,,C,2007,16,14to19years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
test,997,0,3,"Holthen, Mr. Johan Martin",male,28,0,0,C 4001,22.525,,S,938,28,25to29years,Passengers,3rd Class,Norway,0,0,European,Southampton
test,998,1,3,"Buckley, Mr. Daniel",male,21,0,0,330920,7.8208,,Q,286,21,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,999,1,3,"Ryan, Mr. Edward",male,,0,0,383162,7.75,,Q,1755,24,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,1000,0,3,"Willer, Mr. Aaron (Abi Weller"")""",male,,0,0,3410,8.7125,,S,2164,37,35to39years,Passengers,3rd Class,Russia,0,0,European,Cherbourg
test,1001,0,2,"Swane, Mr. George",male,18.5,0,0,248734,13,F,S,1967,26,25to29years,Servants,2nd Class,England,1,1,British,Southampton
test,1002,0,2,"Stanton, Mr. Samuel Ward",male,41,0,0,237734,15.0458,,C,1928,42,40to49years,Passengers,2nd Class,USA,0,1,American,Cherbourg
test,1003,1,3,"Shine, Miss. Ellen Natalia",female,,0,0,330968,7.7792,,Q,1839,20,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,1004,0,1,"Evans, Miss. Edith Corse",female,36,0,0,PC 17531,31.6792,A29,C,638,36,35to39years,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1005,0,3,"Buckley, Miss. Katherine",female,18.5,0,0,329944,7.2833,,Q,288,22,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,1006,0,1,"Straus, Mrs. Isidor (Rosalie Ida Blun)",female,63,1,0,PC 17483,221.7792,C55 C57,S,1948,63,50yearsplus,Passengers,1st Class,USA,0,1,American,Southampton
test,1007,0,3,"Chronopoulos, Mr. Demetrios",male,18,1,0,2680,14.4542,,C,399,18,14to19years,Passengers,3rd Class,Greece,0,0,European,Cherbourg
test,1008,0,3,"Thomas, Mr. John",male,,0,0,2681,6.4375,,C,2004,34,30to34years,Passengers,3rd Class,Unknown,0,0,Other,Cherbourg
test,1009,1,3,"Sandstrom, Miss. Beatrice Irene",female,1,1,1,PP 9549,16.7,G6,S,1793,1,00to13years,Children,3rd Class,Sweden,0,0,European,Southampton
test,1010,0,1,"Beattie, Mr. Thomson",male,36,0,0,13050,75.2417,C6,C,157,36,35to39years,Passengers,1st Class,Canada,0,1,OES,Southampton
test,1011,0,2,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,29,1,0,SC/AH 29037,26,,S,378,28,25to29years,Passengers,2nd Class,England,1,1,British,Southampton
test,1012,1,2,"Watt, Miss. Bertha J",female,12,0,0,C.A. 33595,15.75,,S,2111,12,00to13years,Children,2nd Class,Scotland,0,1,British,Southampton
test,1013,0,3,"Kiernan, Mr. John",male,,1,0,367227,7.75,,Q,1104,25,25to29years,Passengers,3rd Class,USA,0,1,American,Queenstown
test,1014,1,1,"Schabert, Mrs. Paul (Emma Mock)",female,35,1,0,13236,57.75,C28,C,1809,35,35to39years,Passengers,1st Class,Germany,0,0,European,Cherbourg
test,1015,0,3,"Carver, Mr. Alfred John",male,28,0,0,392095,7.25,,S,355,28,25to29years,Passengers,3rd Class,England,1,1,British,Southampton
test,1016,1,3,"Kennedy, Mr. John",male,,0,0,368783,7.75,,Q,1091,24,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,1017,1,3,"Cribb, Miss. Laura Alice",female,17,0,1,371362,16.1,,S,477,16,14to19years,Passengers,3rd Class,England,1,1,British,Southampton
test,1018,0,3,"Brobeck, Mr. Karl Rudolf",male,22,0,0,350045,7.7958,,S,268,22,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1019,1,3,"McCoy, Miss. Alicia",female,,2,0,367226,23.25,,Q,1313,26,25to29years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,1020,0,2,"Bowenur, Mr. Solomon",male,42,0,0,211535,13,,S,239,42,40to49years,Passengers,2nd Class,England,1,1,British,Southampton
test,1021,0,3,"Petersen, Mr. Marius",male,24,0,0,342441,8.05,,S,1605,24,20to24years,Passengers,3rd Class,England,1,1,British,Southampton
test,1022,0,3,"Spinner, Mr. Henry John",male,32,0,0,STON/OQ. 369943,8.05,,S,1919,32,30to34years,Passengers,3rd Class,England,1,1,British,Southampton
test,1023,1,1,"Gracie, Col. Archibald IV",male,53,0,0,113780,28.5,C51,C,779,53,50yearsplus,Passengers,1st Class,USA,0,1,American,Southampton
test,1024,0,3,"Lefebre, Mrs. Frank (Frances)",female,,0,4,4133,25.4667,,S,1171,40,40to49years,Passengers,3rd Class,France,0,0,European,Southampton
test,1025,0,3,"Thomas, Mr. Charles P",male,,1,0,2621,6.4375,,C,2003,31,30to34years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
test,1026,0,3,"Dintcheff, Mr. Valtcho",male,43,0,0,349226,7.8958,,S,565,43,40to49years,Passengers,3rd Class,Bulgaria,0,0,European,Southampton
test,1027,0,3,"Carlsson, Mr. Carl Robert",male,24,0,0,350409,7.8542,,S,340,24,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1028,0,3,"Zakarian, Mr. Mapriededer",male,26.5,0,0,2656,7.225,,C,2213,22,20to24years,Passengers,3rd Class,Turkey,0,0,Ottoman,Cherbourg
test,1029,0,2,"Schmidt, Mr. August",male,26,0,0,248659,13,,S,1811,26,25to29years,Passengers,2nd Class,USA,0,1,American,Southampton
test,1030,1,3,"Drapkin, Miss. Jennie",female,23,0,0,SOTON/OQ 392083,8.05,,S,596,24,20to24years,Passengers,3rd Class,Belarus,0,0,European,Southampton
test,1031,0,3,"Goodwin, Mr. Charles Frederick",male,40,1,6,CA 2144,46.9,,S,768,42,40to49years,Passengers,3rd Class,England,1,1,British,Southampton
test,1032,0,3,"Goodwin, Miss. Jessie Allis",female,10,5,2,CA 2144,46.9,,S,770,10,00to13years,Children,3rd Class,England,1,1,British,Southampton
test,1033,1,1,"Daniels, Miss. Sarah",female,33,0,0,113781,151.55,,S,508,33,30to34years,Servants,1st Class,Canada,0,1,OES,Southampton
test,1034,0,1,"Ryerson, Mr. Arthur Larned",male,61,1,3,PC 17608,262.375,B57 B59 B63 B66,C,1758,61,50yearsplus,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1035,0,2,"Beauchamp, Mr. Henry James",male,28,0,0,244358,26,,S,159,28,25to29years,Passengers,2nd Class,England,1,1,British,Southampton
test,1036,0,1,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""",male,42,0,0,17475,26.55,,S,1200,42,40to49years,Passengers,1st Class,Sweden,0,0,European,Southampton
test,1037,0,3,"Vander Planke, Mr. Julius",male,31,3,0,345763,18,,S,2065,31,30to34years,Passengers,3rd Class,Belgium,0,0,European,Southampton
test,1038,0,1,"Hilliard, Mr. Herbert Henry",male,,0,0,17463,51.8625,E46,S,908,44,40to49years,Passengers,1st Class,USA,0,1,American,Southampton
test,1039,0,3,"Davies, Mr. Evan",male,22,0,0,SC/A4 23568,8.05,,S,518,22,20to24years,Passengers,3rd Class,Wales,0,1,British,Southampton
test,1040,0,1,"Crafton, Mr. John Bertram",male,,0,0,113791,26.55,,S,472,59,50yearsplus,Passengers,1st Class,USA,0,1,American,Southampton
test,1041,0,2,"Lahtinen, Rev. William",male,30,1,1,250651,26,,S,1142,35,35to39years,Passengers,2nd Class,USA,0,1,American,Southampton
test,1042,1,1,"Earnshaw, Mrs. Boulton (Olive Potter)",female,23,0,1,11767,83.1583,C54,C,612,23,20to24years,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1043,0,3,"Matinoff, Mr. Nicola",male,,0,0,349255,7.8958,,C,1289,30,30to34years,Passengers,3rd Class,Bulgaria,0,0,European,Cherbourg
test,1044,0,3,"Storey, Mr. Thomas",male,60.5,0,0,3701,,,S,1943,51,50yearsplus,Passengers,3rd Class,England,1,1,British,Southampton
test,1045,0,3,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",female,36,0,2,350405,12.1833,,S,1126,36,35to39years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1046,0,3,"Asplund, Master. Filip Oscar",male,13,4,2,347077,31.3875,,S,82,13,00to13years,Children,3rd Class,Sweden,0,0,European,Southampton
test,1047,1,3,"Duquemin, Mr. Joseph",male,24,0,0,S.O./P.P. 752,7.55,,S,602,19,14to19years,Passengers,3rd Class,England,1,1,British,Southampton
test,1048,1,1,"Bird, Miss. Ellen",female,29,0,0,PC 17483,221.7792,C97,S,197,31,30to34years,Servants,1st Class,USA,0,1,American,Southampton
test,1049,1,3,"Lundin, Miss. Olga Elida",female,23,0,0,347469,7.8542,,S,1235,23,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1050,0,1,"Borebank, Mr. John James",male,42,0,0,110489,26.55,D22,S,225,42,40to49years,Passengers,1st Class,England,1,1,British,Southampton
test,1051,0,3,"Peacock, Mrs. Benjamin (Edith Nile)",female,26,0,2,SOTON/O.Q. 3101315,13.775,,S,1566,26,25to29years,Passengers,3rd Class,England,1,1,British,Southampton
test,1052,1,3,"Smyth, Miss. Julia",female,,0,0,335432,7.7333,,Q,1901,17,14to19years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,1053,1,3,"Touma, Master. Georges Youssef",male,7,1,1,2650,15.2458,,C,2031,8,00to13years,Children,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
test,1054,1,2,"Wright, Miss. Marion",female,26,0,0,220844,13.5,,S,2201,26,25to29years,Passengers,2nd Class,England,1,1,British,Southampton
test,1055,0,3,"Pearce, Mr. Ernest",male,,0,0,343271,7,,S,1569,32,30to34years,Passengers,3rd Class,England,1,1,British,Southampton
test,1056,0,2,"Peruschitz, Rev. Joseph Maria",male,41,0,0,237393,13,,S,1599,41,40to49years,Passengers,2nd Class,Germany,0,0,European,Southampton
test,1057,1,3,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",female,26,1,1,315153,22.025,,S,1117,26,25to29years,Passengers,3rd Class,Switzerland,0,0,European,Southampton
test,1058,0,1,"Brandeis, Mr. Emil",male,48,0,0,PC 17591,50.4958,B10,C,253,48,40to49years,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1059,0,3,"Ford, Mr. Edward Watson",male,18,2,2,W./C. 6608,34.375,,S,681,18,14to19years,Passengers,3rd Class,England,1,1,British,Southampton
test,1060,1,1,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",female,,0,0,17770,27.7208,,C,359,36,35to39years,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1061,1,3,"Hellstrom, Miss. Hilda Maria",female,22,0,0,7548,8.9625,,S,886,22,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1062,0,3,"Lithman, Mr. Simon",male,,0,0,S.O./P.P. 251,7.55,,S,1137,26,25to29years,Passengers,3rd Class,Scotland,0,1,British,Southampton
test,1063,0,3,"Zakarian, Mr. Ortin",male,27,0,0,2670,7.225,,C,2214,27,25to29years,Passengers,3rd Class,Turkey,0,0,Ottoman,Cherbourg
test,1064,0,3,"Dyker, Mr. Adolf Fredrik",male,23,1,0,347072,13.9,,S,608,23,20to24years,Passengers,3rd Class,USA,0,1,American,Southampton
test,1065,0,3,"Torfa, Mr. Assad",male,,0,0,2673,7.2292,,C,2028,20,20to24years,Passengers,3rd Class,Syria,0,0,Ottoman,Cherbourg
test,1066,0,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40,1,5,347077,31.3875,,S,79,40,40to49years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1067,1,2,"Brown, Miss. Edith Eileen",female,15,0,2,29750,39,,S,276,15,14to19years,Passengers,2nd Class,South Africa,0,1,OES,Southampton
test,1068,1,2,"Sincock, Miss. Maude",female,20,0,0,C.A. 33112,36.75,,S,1853,20,20to24years,Passengers,2nd Class,England,1,1,British,Southampton
test,1069,1,1,"Stengel, Mr. Charles Emil Henry",male,54,1,0,11778,55.4417,C116,C,1934,54,50yearsplus,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1070,1,2,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,36,0,3,230136,39,F4,S,162,35,35to39years,Passengers,2nd Class,India,0,1,OES,Southampton
test,1071,1,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",female,64,0,2,PC 17756,83.1583,E45,C,431,64,50yearsplus,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1072,0,2,"McCrie, Mr. James Matthew",male,30,0,0,233478,13,,S,1316,30,30to34years,Passengers,2nd Class,Canada,0,1,OES,Southampton
test,1073,0,1,"Compton, Mr. Alexander Taylor Jr",male,37,1,1,PC 17756,83.1583,E52,C,430,37,35to39years,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1074,1,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",female,18,1,0,113773,53.1,D30,S,1283,18,14to19years,Passengers,1st Class,USA,0,1,American,Southampton
test,1075,0,3,"Lane, Mr. Patrick",male,,0,0,7935,7.75,,Q,1153,16,14to19years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,1076,1,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",female,27,1,1,PC 17558,247.5208,B58 B60,C,586,27,25to29years,Passengers,1st Class,Canada,0,1,OES,Cherbourg
test,1077,0,2,"Maybery, Mr. Frank Hubert",male,40,0,0,239059,16,,S,1296,36,35to39years,Passengers,2nd Class,England,1,1,British,Southampton
test,1078,1,2,"Phillips, Miss. Alice Frances Louisa",female,21,0,1,S.O./P.P. 2,21,,S,1616,21,20to24years,Passengers,2nd Class,England,1,1,British,Southampton
test,1079,0,3,"Davies, Mr. Joseph",male,17,2,0,A/4 48873,8.05,,S,523,17,14to19years,Passengers,3rd Class,England,1,1,British,Southampton
test,1080,0,3,"Sage, Miss. Ada",female,,8,2,CA. 2343,69.55,,S,1776,10,00to13years,Children,3rd Class,England,1,1,British,Southampton
test,1081,0,2,"Veal, Mr. James",male,40,0,0,28221,13,,S,2070,40,40to49years,Passengers,2nd Class,USA,0,1,American,Southampton
test,1082,0,2,"Angle, Mr. William A",male,34,1,0,226875,26,,S,66,32,30to34years,Passengers,2nd Class,England,1,1,British,Southampton
test,1083,1,1,"Salomon, Mr. Abraham L",male,,0,0,111163,26,,S,1785,43,40to49years,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1084,0,3,"van Billiard, Master. Walter John",male,11.5,1,1,A/5. 851,14.5,,S,2053,9,00to13years,Children,3rd Class,England,1,1,British,Southampton
test,1085,0,2,"Lingane, Mr. John",male,61,0,0,235509,12.35,,Q,1211,61,50yearsplus,Passengers,2nd Class,USA,0,1,American,Queenstown
test,1086,1,2,"Drew, Master. Marshall Brines",male,8,0,2,28220,32.5,,S,595,8,00to13years,Children,2nd Class,USA,0,1,American,Southampton
test,1087,0,3,"Karlsson, Mr. Julius Konrad Eugen",male,33,0,0,347465,7.8542,,S,1064,33,30to34years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1088,1,1,"Spedden, Master. Robert Douglas",male,6,0,2,16966,134.5,E34,C,1916,6,00to13years,Children,1st Class,USA,0,1,American,Cherbourg
test,1089,1,3,"Nilsson, Miss. Berta Olivia",female,18,0,0,347066,7.775,,S,1470,18,14to19years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1090,0,2,"Baimbrigge, Mr. Charles Robert",male,23,0,0,C.A. 31030,10.5,,S,114,23,20to24years,Passengers,2nd Class,England,1,1,British,Southampton
test,1091,0,3,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",female,,0,0,65305,8.1125,,S,1667,63,50yearsplus,Passengers,3rd Class,Norway,0,0,European,Southampton
test,1092,1,3,"Murphy, Miss. Nora",female,,0,0,36568,15.5,,Q,1429,34,30to34years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,1093,0,3,"Danbom, Master. Gilbert Sigvard Emanuel",male,0.33,0,2,347080,14.4,,S,506,0,00to13years,Children,3rd Class,Sweden,0,0,European,Southampton
test,1094,0,1,"Astor, Col. John Jacob",male,47,1,0,PC 17757,227.525,C62 C64,C,89,47,40to49years,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1095,1,2,"Quick, Miss. Winifred Vera",female,8,1,1,26360,26,,S,1662,8,00to13years,Children,2nd Class,England,1,1,British,Southampton
test,1096,0,2,"Andrew, Mr. Frank Thomas",male,25,0,0,C.A. 34050,10.5,,S,60,23,20to24years,Passengers,2nd Class,England,1,1,British,Southampton
test,1097,1,1,"Omont, Mr. Alfred Fernand",male,,0,0,F.C. 12998,25.7417,,C,1514,29,25to29years,Passengers,1st Class,France,0,0,European,Cherbourg
test,1098,0,3,"McGowan, Miss. Katherine",female,35,0,0,9232,7.75,,Q,1328,42,40to49years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,1099,1,2,"Collett, Mr. Sidney C Stuart",male,24,0,0,28034,10.5,,S,421,25,25to29years,Passengers,2nd Class,England,1,1,British,Southampton
test,1100,1,1,"Rosenbaum, Miss. Edith Louise",female,33,0,0,PC 17613,27.7208,A11,C,1735,34,30to34years,Passengers,1st Class,France,0,0,European,Cherbourg
test,1101,0,3,"Delalic, Mr. Redjo",male,25,0,0,349250,7.8958,,S,546,25,25to29years,Passengers,3rd Class,Bosnia,0,0,European,Southampton
test,1102,0,3,"Andersen, Mr. Albert Karvin",male,32,0,0,C 4001,22.525,,S,43,33,30to34years,Passengers,3rd Class,Norway,0,0,European,Southampton
test,1103,1,3,"Finoli, Mr. Luigi",male,,0,0,SOTON/O.Q. 3101308,7.05,,S,660,34,30to34years,Passengers,3rd Class,USA,0,1,American,Southampton
test,1104,0,2,"Deacon, Mr. Percy William",male,17,0,0,S.O.C. 14879,73.5,,S,536,20,20to24years,Passengers,2nd Class,England,1,1,British,Southampton
test,1105,0,2,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60,1,0,24065,26,,S,954,60,50yearsplus,Passengers,2nd Class,England,1,1,British,Southampton
test,1106,0,3,"Andersson, Miss. Ida Augusta Margareta",female,38,4,2,347091,7.775,,S,53,38,35to39years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1107,0,1,"Head, Mr. Christopher",male,42,0,0,113038,42.5,B11,S,877,42,40to49years,Passengers,1st Class,England,1,1,British,Southampton
test,1108,0,3,"Mahon, Miss. Bridget Delia",female,,0,0,330924,7.8792,,Q,1253,20,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,1109,0,1,"Wick, Mr. George Dennick",male,57,1,1,36928,164.8667,,S,2149,57,50yearsplus,Passengers,1st Class,USA,0,1,American,Southampton
test,1110,1,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",female,50,1,1,113503,211.5,C80,C,2153,50,50yearsplus,Passengers,1st Class,USA,0,1,American,Southampton
test,1111,0,3,"Thomson, Mr. Alexander Morrison",male,,0,0,32302,8.05,,S,2008,36,35to39years,Passengers,3rd Class,Scotland,0,1,British,Southampton
test,1112,1,2,"Duran y More, Miss. Florentina",female,30,1,0,SC/PARIS 2148,13.8583,,C,604,30,30to34years,Passengers,2nd Class,Spain,0,0,European,Cherbourg
test,1113,0,3,"Reynolds, Mr. Harold J",male,21,0,0,342684,8.05,,S,1684,21,20to24years,Passengers,3rd Class,England,1,1,British,Southampton
test,1114,1,2,"Cook, Mrs. (Selena Rogers)",female,22,0,0,W./C. 14266,10.5,F33,S,442,22,20to24years,Passengers,2nd Class,England,1,1,British,Southampton
test,1115,1,3,"Karlsson, Mr. Einar Gervasius",male,21,0,0,350053,7.7958,,S,1063,21,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1116,1,1,"Candee, Mrs. Edward (Helen Churchill Hungerford)",female,53,0,0,PC 17606,27.4458,,C,331,52,50yearsplus,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1117,1,3,"Moubarek, Mrs. George (Omine Amenia"" Alexander)""",female,,0,2,2661,15.2458,,C,1412,24,20to24years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
test,1118,1,3,"Asplund, Mr. Johan Charles",male,23,0,0,350054,7.7958,,S,83,23,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1119,0,3,"McNeill, Miss. Bridget",female,,0,0,370368,7.75,,Q,1342,27,25to29years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,1120,0,3,"Everett, Mr. Thomas James",male,40.5,0,0,C.A. 6212,15.1,,S,642,39,35to39years,Passengers,3rd Class,England,1,1,British,Southampton
test,1121,0,2,"Hocking, Mr. Samuel James Metcalfe",male,36,0,0,242963,13,,S,923,36,35to39years,Passengers,2nd Class,England,1,1,British,Southampton
test,1122,0,2,"Sweet, Mr. George Frederick",male,14,0,0,220845,65,,S,1968,14,14to19years,Passengers,2nd Class,England,1,1,British,Southampton
test,1123,1,1,"Willard, Miss. Constance",female,21,0,0,113795,26.55,,S,2163,21,20to24years,Passengers,1st Class,USA,0,1,American,Southampton
test,1124,0,3,"Wiklund, Mr. Karl Johan",male,21,1,0,3101266,6.4958,,S,2158,21,20to24years,Passengers,3rd Class,Finland,0,0,European,Southampton
test,1125,0,3,"Linehan, Mr. Michael",male,,0,0,330971,7.8792,,Q,1206,21,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,1126,0,1,"Cumings, Mr. John Bradley",male,39,1,0,PC 17599,71.2833,C85,C,492,39,35to39years,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1127,0,3,"Vendel, Mr. Olof Edvin",male,20,0,0,350416,7.8542,,S,2074,20,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1128,0,1,"Warren, Mr. Frank Manley",male,64,1,0,110813,75.25,D37,C,2104,63,50yearsplus,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1129,0,3,"Baccos, Mr. Raffull",male,20,0,0,2679,7.225,,C,98,20,20to24years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
test,1130,0,2,"Hiltunen, Miss. Marta",female,18,1,1,250650,13,,S,909,18,14to19years,Passengers,2nd Class,Finland,0,0,European,Southampton
test,1131,1,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)",female,48,1,0,PC 17761,106.425,C86,C,585,48,40to49years,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1132,1,1,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",female,55,0,0,112377,27.7208,,C,1205,55,50yearsplus,Passengers,1st Class,Sweden,0,0,European,Cherbourg
test,1133,1,2,"Christy, Mrs. (Alice Frances)",female,45,0,2,237789,30,,S,396,45,40to49years,Passengers,2nd Class,England,1,1,British,Southampton
test,1134,1,1,"Spedden, Mr. Frederic Oakley",male,45,1,1,16966,134.5,E34,C,1914,45,40to49years,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1135,1,3,"Hyman, Mr. Abraham",male,,0,0,3470,7.8875,,S,975,34,30to34years,Passengers,3rd Class,England,1,1,British,Southampton
test,1136,0,3,"Johnston, Master. William Arthur Willie""""",male,,1,2,W./C. 6607,23.45,,S,1038,8,00to13years,Children,3rd Class,England,1,1,British,Southampton
test,1137,0,1,"Kenyon, Mr. Frederick R",male,41,1,0,17464,51.8625,D21,S,1094,41,40to49years,Passengers,1st Class,USA,0,1,American,Southampton
test,1138,0,2,"Karnes, Mrs. J Frank (Claire Bennett)",female,22,0,0,F.C.C. 13534,21,,S,1066,28,25to29years,Passengers,2nd Class,USA,0,1,American,Southampton
test,1139,0,2,"Drew, Mr. James Vivian",male,42,1,1,28220,32.5,,S,593,42,40to49years,Passengers,2nd Class,USA,0,1,American,Southampton
test,1140,1,2,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29,1,0,26707,26,,S,932,29,25to29years,Passengers,2nd Class,England,1,1,British,Southampton
test,1141,0,3,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",female,,1,0,2660,14.4542,,C,1101,20,20to24years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
test,1142,1,2,"West, Miss. Barbara J",female,0.92,1,2,C.A. 34651,27.75,,S,2131,0,00to13years,Children,2nd Class,England,1,1,British,Southampton
test,1143,1,3,"Abrahamsson, Mr. Abraham August Johannes",male,20,0,0,SOTON/O2 3101284,7.925,,S,11,20,20to24years,Passengers,3rd Class,Finland,0,0,European,Southampton
test,1144,0,1,"Clark, Mr. Walter Miller",male,27,1,0,13508,136.7792,C89,C,401,27,25to29years,Passengers,1st Class,USA,0,1,American,Cherbourg
test,1145,0,3,"Salander, Mr. Karl Johan",male,24,0,0,7266,9.325,,S,1783,24,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1146,0,3,"Wenzel, Mr. Linhart",male,32.5,0,0,345775,9.5,,S,1210,27,25to29years,Passengers,3rd Class,Austria,0,0,European,Southampton
test,1147,0,3,"MacKay, Mr. George William",male,,0,0,C.A. 42795,7.55,,S,1245,20,20to24years,Passengers,3rd Class,England,1,1,British,Southampton
test,1148,0,3,"Mahon, Mr. John",male,,0,0,AQ/4 3130,7.75,,Q,1347,22,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
test,1149,0,3,"Niklasson, Mr. Samuel",male,28,0,0,363611,8.05,,S,1468,28,25to29years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1150,1,2,"Bentham, Miss. Lilian W",female,19,0,0,28404,13,,S,178,19,14to19years,Passengers,2nd Class,USA,0,1,American,Southampton
test,1151,1,3,"Midtsjo, Mr. Karl Albert",male,21,0,0,345501,7.775,,S,1360,21,20to24years,Passengers,3rd Class,Norway,0,0,European,Southampton
test,1152,1,3,"de Messemaeker, Mr. Guillaume Joseph",male,36.5,1,0,345572,17.4,,S,533,36,35to39years,Passengers,3rd Class,USA,0,1,American,Southampton
test,1153,0,3,"Nilsson, Mr. August Ferdinand",male,21,0,0,350410,7.8542,,S,1469,21,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
test,1154,1,2,"Wells, Mrs. Arthur Henry (Addie"" Dart Trevaskis)""",female,29,0,2,29103,23,,S,2126,29,25to29years,Passengers,2nd Class,England,1,1,British,Southampton
test,1155,0,3,"Klasen, Miss. Gertrud Emilia",female,1,1,1,350405,12.1833,,S,1125,1,00to13years,Children,3rd Class,Sweden,0,0,European,Southampton
test,1156,1,2,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30,0,0,C.A. 34644,12.7375,,C,1638,30,30to34years,Passengers,2nd Class,USA,0,1,American,Cherbourg
test,1157,0,3,"Lyntakoff, Mr. Stanko",male,,0,0,349235,7.8958,,S,1240,44,40to49years,Passengers,3rd Class,Bulgaria,0,0,European,Southampton
test,1158,0,1,"Chisholm, Mr. Roderick Robert Crispin",male,,0,0,112051,0,,S,389,40,40to49years,Guarantee,1st Class,Ireland,0,1,Irish,Belfast
